tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
2527,2,377.28,2,13,1593,2430,19.22,14
2528,1,55.1,11,1,1315,2475,4.02,6
2529,3,79.45,14,7,1145,3303,8.89,11
2530,2,141,7,9,1848,2875,7.1,10
2531,2,312.72,14,12,1786,3335,16.53,16
2532,2,140.1,2,1,1533,3906,7.01,1
2533,2,309.6,1,9,1568,2681,16.4,1
2534,4,159.12,8,11,1131,3133,16.76,7
2535,2,121.2,5,6,1934,2315,5.12,12
2536,4,170.4,7,15,1388,2200,17.7,3
2537,3,119.28,13,5,1331,3021,13.44,4
2538,3,50.2,13,1,1624,2611,3.04,16
2539,2,330.48,6,13,1107,3630,17.27,10
2540,2,166.8,4,7,1642,3649,9.68,6
2541,2,318.24,2,11,1820,2002,16.76,1
2542,2,361.68,6,10,1467,3559,18.57,16
2543,1,145.92,9,14,1458,2354,15.66,12
2544,2,213.36,11,15,1208,2424,12.39,19
2545,2,372,6,6,1096,3157,19,9
2546,2,372,4,6,1697,2511,19,20
2547,4,177,12,3,1648,3598,18.25,9
2548,2,199.2,12,13,1358,3887,11.8,12
2549,3,62.7,12,14,1348,2238,5.54,12
2550,2,155.7,1,7,1132,3761,8.57,20
2551,2,110.4,9,11,1914,3830,4.04,19
2552,1,86.7,1,6,1865,2367,10.34,12
2553,2,211.68,5,9,1078,2494,12.32,19
2554,2,164.6,1,10,1988,3128,9.46,21
2555,2,158.9,5,7,1876,2808,8.89,12
2556,2,169.6,13,12,1524,2026,9.96,8
2557,2,141,2,9,1974,3668,7.1,22
2558,4,99.6,3,13,1313,2497,11.8,22
2559,2,116.6,9,3,1693,2827,4.66,22
2560,1,150.84,15,3,1196,2111,16.07,18
2561,2,99.8,6,15,1737,3883,2.98,19
2562,2,192.24,2,2,1405,2261,11.51,16
2563,2,141,6,9,1987,3679,7.1,12
2564,2,376.56,11,1,1993,2811,19.19,12
2565,3,55.1,5,8,1050,3652,4.02,4
2566,4,180.84,14,10,1247,3750,18.57,16
2567,2,291.84,14,14,1817,2647,15.66,11
2568,2,395.52,2,11,1475,2458,19.98,17
2569,4,138.36,3,11,1650,2868,15.03,15
2570,2,121.2,14,13,1279,3205,5.12,19
2571,3,77.6,7,4,1722,3374,8.52,3
2572,2,301.68,4,3,1589,2732,16.07,23
2573,3,45,5,3,1499,2267,2,19
2574,2,164.2,10,8,1490,3802,9.42,6
2575,3,58.55,10,5,1501,3833,4.71,15
2576,2,166.8,8,7,1327,3728,9.68,18
2577,2,155.7,14,7,1659,3147,8.57,14
2578,2,275.04,9,8,1974,3546,14.96,10
2579,4,45.9,11,3,1435,3446,2.18,10
2580,2,186.24,11,7,1119,3073,11.26,6
2581,2,241.2,13,1,1102,3075,13.55,12
2582,1,74.25,1,12,1215,2934,7.85,12
2583,1,49.5,7,15,1573,2017,2.9,16
2584,2,99.8,11,3,1235,2582,2.98,20
2585,4,113.76,8,2,1360,2310,12.98,12
2586,4,74.5,14,1,1425,3619,7.9,20
2587,4,74.75,15,4,1874,2274,7.95,10
2588,1,159.12,15,11,1919,3935,16.76,11
2589,4,92.88,12,14,1942,3510,11.24,16
2590,4,65.15,11,9,1074,3325,6.03,6
2591,2,354,10,12,1695,2098,18.25,4
2592,1,59.1,7,8,1805,3377,4.82,12
2593,2,192.24,14,15,1036,2430,11.51,23
2594,3,170.4,10,15,1184,2646,17.7,19
2595,2,99,6,15,1777,2754,2.9,8
2596,1,110.4,2,1,1292,2282,12.7,12
2597,2,125.4,1,4,1154,3171,5.54,12
2598,4,127.32,3,11,1858,3875,14.11,6
2599,2,92.1,8,10,1117,2660,2.21,13
2600,2,199.92,4,11,1690,2150,11.83,6
2601,2,125.4,5,14,1633,2823,5.54,8
2602,2,130.3,12,9,1180,3177,6.03,14
2603,2,376.56,2,1,1737,3035,19.19,6
2604,4,110.4,10,10,1928,2740,12.7,6
2605,2,125.4,14,4,1624,3781,5.54,9
2606,2,228.72,15,2,1275,2959,13.03,12
2607,4,74.75,15,4,1672,2033,7.95,1
2608,2,141,8,9,1333,2180,7.1,20
2609,4,180.48,7,12,1560,2304,18.54,6
2610,2,114.3,1,6,1745,3717,4.43,6
2611,1,74.9,9,13,1737,2246,7.98,12
2612,2,220.8,2,1,1620,3456,12.7,21
2613,4,86.7,3,6,1368,3140,10.34,20
2614,2,182.64,4,10,1551,3509,11.11,11
2615,3,88.6,9,4,1653,3030,10.72,10
2616,3,135.6,8,10,1013,3869,14.8,12
2617,4,89.15,6,7,1842,3902,10.83,16
2618,2,213.36,10,15,1343,3823,12.39,11
2619,3,145.2,13,6,1861,2399,15.6,12
2620,1,106.68,5,12,1454,3930,12.39,21
2621,2,139.4,6,4,1184,3287,6.94,12
2622,2,271.2,11,10,1302,2533,14.8,8
2623,2,330.48,2,15,1225,3134,17.27,20
2624,2,134.5,8,14,1370,3310,6.45,11
2625,2,376.56,5,1,1681,2195,19.19,21
2626,2,158.9,15,7,1357,3543,8.89,20
2627,1,177,14,3,1798,2019,18.25,14
2628,3,83.4,14,7,1488,2223,9.68,10
2629,1,152.16,11,15,1012,2221,16.18,11
2630,2,234.72,12,3,1835,2149,13.28,5
2631,3,74.9,9,4,1021,3797,7.98,23
2632,2,100.4,14,7,1533,2486,3.04,9
2633,2,132.4,11,10,1624,2107,6.24,13
2634,4,89.15,1,2,1350,2559,10.83,13
2635,2,176,9,2,1798,2188,10.6,6
2636,2,134.5,2,8,1310,2403,6.45,23
2637,2,129.8,3,5,1923,2686,5.98,19
2638,4,45,7,3,1857,2860,2,8
2639,3,46.8,15,8,1927,3961,2.36,4
2640,2,140.1,6,14,1793,2795,7.01,14
2641,2,130.3,12,12,1901,2555,6.03,20
2642,2,213.36,4,12,1412,2374,12.39,12
2643,2,182.64,15,10,1130,2389,11.11,9
2644,2,114.2,13,15,1248,2501,4.42,9
2645,3,119.28,15,1,1073,2160,13.44,6
2646,2,305.76,1,6,1814,3231,16.24,11
2647,3,197.76,12,11,1222,2528,19.98,14
2648,3,48.4,2,15,1926,2343,2.68,15
2649,1,147.84,2,10,1628,2726,15.82,7
2650,1,86.7,12,4,1280,3529,10.34,10
2651,3,82.6,4,14,1714,3036,9.52,15
2652,4,70.05,3,14,1106,3409,7.01,11
2653,4,91.32,8,10,1575,2148,11.11,19
2654,2,336.48,12,3,1223,2833,17.52,11
2655,2,372,13,15,1019,2409,19,4
2656,3,119.28,2,5,1035,2670,13.44,6
2657,1,147.84,14,5,1804,3367,15.82,16
2658,1,59.1,2,11,1059,3906,4.82,19
2659,3,74.5,6,11,1053,3302,7.9,17
2660,2,309.6,4,9,1405,3610,16.4,14
2661,2,275.04,6,8,1546,2771,14.96,20
2662,3,93.12,6,7,1300,3716,11.26,1
2663,2,129,10,9,1826,3885,5.9,6
2664,4,74.75,4,11,1982,3521,7.95,12
2665,3,135.6,11,11,1772,3481,14.8,10
2666,4,50.25,5,11,1431,2119,3.05,13
2667,2,330.48,11,13,1352,2744,17.27,10
2668,2,169.6,2,12,1950,2168,9.96,13
2669,1,114.36,1,10,1400,3541,13.03,9
2670,2,129.8,3,8,1392,2283,5.98,11
2671,2,301.68,10,13,1334,3103,16.07,1
2672,2,106.9,6,5,1876,2264,3.69,12
2673,2,106.9,1,9,1611,3806,3.69,12
2674,3,135.6,6,11,1281,3399,14.8,12
2675,2,199.92,7,11,1834,3660,11.83,11
2676,2,276.72,11,3,1142,2880,15.03,20
2677,2,336.48,9,3,1501,2428,17.52,16
2678,2,155.7,15,10,1767,3858,8.57,1
2679,2,156,9,1,1453,3585,8.6,10
2680,2,211.68,5,9,1558,2119,12.32,5
2681,2,340.8,12,15,1528,2026,17.7,20
2682,4,64.9,2,5,1311,2632,5.98,11
2683,3,167.16,3,5,1851,2051,17.43,9
2684,4,152.16,1,14,1702,3560,16.18,8
2685,2,146.6,6,7,1591,3050,7.66,12
2686,2,110.4,1,2,1465,2188,4.04,6
2687,2,295.68,1,10,1720,3967,15.82,11
2688,1,145.2,15,6,1417,3416,15.6,8
2689,2,93.6,3,6,1258,3879,2.36,18
2690,2,100.4,9,1,1677,3367,3.04,9
2691,2,110.4,10,11,1717,3174,4.04,12
2692,2,129.8,3,8,1912,2225,5.98,10
2693,3,48.4,13,10,1504,3268,2.68,11
2694,1,56.9,3,8,1428,3759,4.38,11
2695,4,123.6,3,8,1299,2993,13.8,12
2696,2,377.28,6,13,1292,2553,19.22,12
2697,2,178.3,12,10,1627,2746,10.83,19
2698,2,276.72,8,11,1662,2235,15.03,11
2699,2,199.92,10,11,1525,3605,11.83,6
2700,3,45.9,7,5,1637,2336,2.18,14
2701,1,93.36,15,4,1420,2226,11.28,21
2702,1,45,11,3,1395,2277,2,23
2703,2,254.64,3,11,1024,3750,14.11,6
2704,2,156,12,1,1823,2499,8.6,19
2705,3,53.45,6,5,1862,3208,3.69,21
2706,2,158.9,10,7,1134,2505,8.89,6
2707,2,244.08,12,14,1068,2937,13.67,11
2708,4,105.84,15,9,1762,3242,12.32,20
2709,3,52.8,10,4,1954,3737,3.56,12
2710,2,247.2,5,12,1055,3510,13.8,2
2711,2,90,4,3,1648,2715,2,3
2712,2,155.7,8,7,1378,2132,8.57,20
2713,2,220.8,6,1,1356,3508,12.7,15
2714,2,105.6,11,7,1271,3569,3.56,22
2715,2,141,12,10,1248,2859,7.1,11
2716,2,234.72,15,14,1189,2775,13.28,14
2717,2,116.6,1,6,1030,2633,4.66,11
2718,3,73.3,9,6,1032,2861,7.66,16
2719,4,66.2,4,3,1294,2377,6.24,17
2720,2,164.2,8,7,1763,3610,9.42,18
2721,2,99,7,15,1056,3816,2.9,21
2722,2,326.88,15,2,1666,2758,17.12,6
2723,2,334.32,15,12,1749,2752,17.43,22
2724,2,330.48,14,13,1799,2760,17.27,21
2725,2,118.2,11,11,1054,3184,4.82,6
2726,2,186.72,11,2,1771,3397,11.28,2
2727,2,238.56,4,1,1671,3421,13.44,7
2728,3,150.84,6,3,1771,3515,16.07,6
2729,2,361.68,9,10,1127,3581,18.57,20
2730,2,140.1,15,14,1572,2536,7.01,10
2731,4,88.6,10,1,1960,3585,10.72,6
2732,2,150.4,7,13,1371,2892,8.04,1
2733,2,185.76,4,13,1274,3051,11.24,9
2734,2,149.8,8,4,1499,3528,7.98,16
2735,3,78,14,13,1348,3519,8.6,12
2736,3,84.8,8,12,1325,3108,9.96,6
2737,2,125.8,1,8,1481,2241,5.58,9
2738,2,148.5,11,6,1709,3621,7.85,8
2739,4,105.84,6,9,1870,3868,12.32,22
2740,1,77.6,15,4,1125,3224,8.52,1
2741,1,180.84,6,6,1898,3259,18.57,13
2742,4,55.1,3,8,1311,2150,4.02,12
2743,2,105.6,2,4,1083,3323,3.56,6
2744,2,173.4,12,4,1793,3817,10.34,18
2745,3,46.8,2,6,1208,2055,2.36,6
2746,3,155.16,14,2,1352,2903,16.43,12
2747,4,138.36,1,3,1628,3940,15.03,20
2748,2,125.4,8,4,1493,3366,5.54,17
2749,2,146.6,9,6,1806,3523,7.66,14
2750,2,125.4,12,14,1532,3234,5.54,12
2751,2,158.9,2,7,1611,3437,8.89,17
2752,1,159.12,15,9,1023,3321,16.76,22
2753,2,116.6,14,3,1410,2810,4.66,2
2754,2,354,7,12,1686,2282,18.25,6
2755,2,139.4,5,4,1232,2842,6.94,19
2756,2,165.2,1,14,1172,2239,9.52,12
2757,1,117.36,15,3,1747,2717,13.28,22
2758,2,117.1,14,11,1604,3948,4.71,15
2759,2,149,2,1,1516,2059,7.9,9
2760,3,59.1,4,8,1811,2247,4.82,11
2761,2,176,6,15,1320,3379,10.6,20
2762,2,177.2,7,1,1622,2261,10.72,12
2763,2,158.9,14,9,1445,2462,8.89,1
2764,1,154.8,10,9,1691,2166,16.4,10
2765,4,79,13,5,1059,2751,8.8,18
2766,2,149.8,6,13,1942,2363,7.98,11
2767,2,304.32,1,15,1951,2365,16.18,19
2768,1,57.1,6,15,1627,2646,4.42,20
2769,2,164.6,1,10,1829,2788,9.46,16
2770,1,122.04,10,7,1028,3800,13.67,5
2771,1,83.4,12,7,1706,2929,9.68,13
2772,2,156,8,13,1696,3674,8.6,18
2773,3,86.7,4,6,1729,3936,10.34,6
2774,2,275.04,9,3,1241,2689,14.96,5
2775,2,227.52,5,2,1323,2395,12.98,11
2776,2,156,8,1,1714,2155,8.6,8
2777,2,334.32,13,5,1504,3998,17.43,14
2778,1,55.1,13,1,1097,2468,4.02,17
2779,2,220.8,10,10,1356,2477,12.7,12
2780,2,310.8,12,15,1522,3313,16.45,23
2781,2,340.8,3,5,1569,3706,17.7,19
2782,1,62.7,12,14,1597,3893,5.54,12
2783,2,114.3,4,5,1453,2501,4.43,21
2784,2,149.8,6,4,1132,2756,7.98,11
2785,2,169.6,11,12,1532,3597,9.96,14
2786,2,164.2,7,7,1099,2892,9.42,1
2787,2,139.4,2,4,1821,3901,6.94,11
2788,2,244.08,2,14,1173,2660,13.67,13
2789,3,77.6,10,8,1111,2423,8.52,16
2790,2,186.72,10,4,1600,3639,11.28,9
2791,4,66.2,4,3,1345,3499,6.24,3
2792,2,312.72,6,12,1173,2290,16.53,2
2793,3,86.7,12,6,1943,2024,10.34,21
2794,3,167.16,10,5,1622,2356,17.43,5
2795,2,301.68,9,13,1009,2444,16.07,18
2796,2,114.2,1,4,1274,3525,4.42,17
2797,2,99,14,7,1070,3357,2.9,15
2798,2,304.08,14,12,1876,3466,16.17,6
2799,2,140.1,1,14,1250,3304,7.01,6
2800,2,117.1,11,11,1433,2697,4.71,12
2801,2,275.04,15,8,1493,2383,14.96,9
2802,2,391.68,6,10,1115,2005,19.82,19
2803,4,79.45,10,7,1545,2032,8.89,15
2804,1,66.2,10,10,1709,2609,6.24,2
2805,2,130.3,1,3,1474,3567,6.03,6
2806,2,155.7,7,7,1016,2672,8.57,9
2807,4,93.12,10,11,1214,2106,11.26,20
2808,2,91.8,2,5,1649,2966,2.18,8
2809,2,186.24,12,7,1417,2473,11.26,19
2810,2,110.2,11,1,1364,3756,4.02,11
2811,2,275.04,2,8,1768,2773,14.96,6
2812,1,152.16,4,14,1698,2187,16.18,15
2813,1,50.25,15,15,1821,2809,3.05,12
2814,4,65.15,11,12,1288,3858,6.03,15
2815,4,64.5,11,1,1311,2791,5.9,1
2816,2,312.72,11,9,1226,3638,16.53,8
2817,2,113.8,14,9,1616,3325,4.38,13
2818,1,152.88,9,6,1062,2172,16.24,21
2819,2,130.3,6,9,1048,2827,6.03,17
2820,2,178.3,1,7,1091,3373,10.83,14
2821,4,190.8,15,4,1888,3733,19.4,20
2822,2,158,4,5,1322,2578,8.8,14
2823,2,310.32,12,2,1016,2348,16.43,16
2824,3,152.88,14,1,1512,3669,16.24,8
2825,3,138.36,9,3,1942,2534,15.03,12
2826,2,310.32,11,2,1055,3851,16.43,16
2827,2,106.9,12,5,1703,3509,3.69,11
2828,2,125.8,10,8,1294,3866,5.58,13
2829,4,154.8,9,14,1376,2072,16.4,15
2830,2,164.2,5,8,1320,3079,9.42,20
2831,2,295.68,12,10,1828,2261,15.82,11
2832,2,271.2,12,10,1763,2494,14.8,7
2833,2,105.6,10,7,1108,3958,3.56,6
2834,2,391.68,6,14,1230,3060,19.82,14
2835,2,224.64,6,3,1119,3766,12.86,11
2836,2,100.5,7,15,1580,2833,3.05,1
2837,2,290.4,2,9,1496,3967,15.6,11
2838,2,114.3,12,6,1544,3281,4.43,21
2839,2,132,15,14,1411,2775,6.2,12
2840,4,143.4,6,6,1992,3225,15.45,22
2841,4,49.9,15,3,1830,3136,2.98,6
2842,2,129.8,1,8,1730,2937,5.98,17
2843,4,50.25,8,15,1944,2851,3.05,17
2844,1,190.8,14,9,1604,2132,19.4,13
2845,2,176,7,3,1052,2470,10.6,6
2846,2,340.8,10,15,1434,2549,17.7,6
2847,3,57.15,1,5,1789,2964,4.43,11
2848,2,271.2,8,11,1569,3958,14.8,19
2849,2,271.2,3,10,1648,3254,14.8,10
2850,2,361.68,5,10,1107,3599,18.57,2
2851,2,361.68,11,6,1647,2713,18.57,16
2852,1,89.15,10,8,1653,3013,10.83,11
2853,2,318.24,4,11,1320,2180,16.76,6
2854,2,166.8,4,7,1073,3821,9.68,4
2855,2,395.52,9,13,1977,3770,19.98,14
2856,2,312.72,8,12,1077,3439,16.53,6
2857,2,155.2,6,4,1375,2537,8.52,12
2858,2,177.2,9,4,1917,2236,10.72,19
2859,2,129,5,1,1095,3268,5.9,11
2860,4,137.52,1,3,1289,3959,14.96,10
2861,1,186,8,15,1157,3041,19,9
2862,2,254.64,8,6,1829,2548,14.11,21
2863,2,158.9,7,7,1655,3651,8.89,5
2864,2,227.52,8,13,1320,3192,12.98,11
2865,3,188.64,11,13,1351,2753,19.22,20
2866,2,312.72,10,12,1802,3619,16.53,21
2867,1,74.75,12,4,1926,2032,7.95,6
2868,2,165.2,15,14,1559,2376,9.52,13
2869,2,99,3,15,1403,2492,2.9,10
2870,2,376.56,4,2,1183,2573,19.19,12
2871,2,238.56,10,1,1601,2713,13.44,6
2872,2,354,3,12,1552,2264,18.25,23
2873,2,149.5,14,11,1555,2050,7.95,11
2874,2,176,1,9,1460,2586,10.6,16
2875,3,77.6,8,4,1983,2420,8.52,23
2876,2,186.24,4,11,1783,3612,11.26,14
2877,2,129,1,9,1641,3108,5.9,12
2878,4,46.05,14,10,1778,2907,2.21,23
2879,1,58.55,12,11,1203,3800,4.71,14
2880,3,168.24,10,3,1279,3661,17.52,9
2881,2,360.96,11,2,1369,2447,18.54,13
2882,3,62.9,1,13,1874,2781,5.58,21
2883,1,167.16,12,5,1988,3148,17.43,13
2884,2,220.8,3,1,1145,2944,12.7,17
2885,2,158,10,4,1597,2900,8.8,22
2886,4,114.36,9,2,1437,3109,13.03,11
2887,2,173.4,10,4,1816,3398,10.34,6
2888,2,125.4,5,4,1728,3572,5.54,6
2889,2,395.52,1,13,1923,3224,19.98,6
2890,4,74.9,4,13,1076,2537,7.98,10
2891,4,52.8,13,4,1319,2215,3.56,13
2892,3,120.6,3,1,1989,2322,13.55,6
2893,2,148.5,9,6,1398,3812,7.85,19
2894,2,99.8,15,3,1248,3264,2.98,13
2895,2,132.4,12,3,1478,2388,6.24,12
2896,2,121.2,4,6,1718,3346,5.12,9
2897,2,134.5,6,8,1191,3379,6.45,20
2898,2,220.8,1,1,1573,2718,12.7,14
2899,3,74.9,5,13,1051,2187,7.98,6
2900,2,158,15,5,1040,2332,8.8,7
2901,3,122.04,5,7,1380,2754,13.67,1
2902,2,247.2,15,8,1865,3354,13.8,8
2903,1,69.7,14,4,1029,2099,6.94,13
2904,1,74.5,8,1,1486,2635,7.9,9
2905,2,121.2,11,13,1286,3970,5.12,19
2906,3,105.84,6,9,1338,3925,12.32,14
2907,2,340.8,13,5,1747,2650,17.7,15
2908,2,178.3,1,2,1876,3309,10.83,21
2909,2,110.2,10,8,1807,3426,4.02,23
2910,2,241.2,8,12,1686,3796,13.55,20
2911,2,132.4,3,3,1293,3618,6.24,16
2912,4,74.75,3,4,1974,3835,7.95,14
2913,2,185.76,2,13,1576,2461,11.24,13
2914,2,139.4,1,12,1149,3065,6.94,20
2915,4,99.96,3,12,1380,3597,11.83,6
2916,4,45.9,7,3,1804,2201,2.18,16
2917,2,312.72,11,12,1812,2432,16.53,15
2918,2,164.6,8,10,1900,3810,9.46,17
2919,2,114.3,3,5,1507,3723,4.43,6
2920,2,211.68,2,2,1112,3988,12.32,23
2921,2,125.4,11,4,1863,2269,5.54,18
2922,2,395.52,6,11,1867,3532,19.98,14
2923,1,99.96,13,11,1401,3167,11.83,22
2924,2,213.36,15,12,1821,2257,12.39,6
2925,2,276.72,2,11,1558,2286,15.03,6
2926,3,161.88,4,6,1787,2888,16.99,22
2927,3,188.64,1,13,1777,2250,19.22,17
2928,4,59.1,15,8,1623,3224,4.82,6
2929,1,99.96,15,11,1589,3963,11.83,11
2930,4,52.8,6,7,1832,2619,3.56,23
2931,3,188.28,5,2,1730,3091,19.19,11
2932,2,150.4,3,9,1745,3157,8.04,9
2933,1,99.96,13,11,1645,3277,11.83,21
2934,2,114.3,15,6,1129,3216,4.43,20
2935,4,74.9,3,13,1931,3634,7.98,11
2936,4,188.28,11,2,1709,2651,19.19,6
2937,2,381.6,13,9,1968,3987,19.4,17
2938,2,132.4,10,10,1381,3912,6.24,13
2939,4,188.28,4,1,1031,3619,19.19,15
2940,2,116.6,11,6,1566,2878,4.66,16
2941,3,66,8,14,1722,2335,6.2,3
2942,1,88.6,3,4,1913,3449,10.72,2
2943,2,234.72,1,14,1960,3426,13.28,2
2944,2,165.2,7,11,1751,2778,9.52,6
2945,2,177.2,7,4,1341,3907,10.72,7
2946,2,130.3,3,7,1915,3620,6.03,15
2947,2,173.4,13,4,1214,2751,10.34,10
2948,3,163.44,1,2,1942,2724,17.12,13
2949,2,254.64,14,6,1930,2810,14.11,8
2950,1,77.6,11,4,1148,2165,8.52,11
2951,3,93.36,9,4,1876,3357,11.28,11
2952,2,106.9,2,9,1524,3519,3.69,14
2953,2,130.3,3,9,1801,2623,6.03,2
2954,2,192.24,6,15,1076,3614,11.51,9
2955,1,195.84,14,10,1137,2844,19.82,14
2956,4,86.7,11,4,1840,3758,10.34,8
2957,3,154.8,7,14,1925,2732,16.4,13
2958,1,89.15,3,10,1873,3041,10.83,1
2959,2,149.8,10,4,1054,3797,7.98,17
2960,2,129.8,5,5,1022,3255,5.98,6
2961,2,340.8,10,15,1807,3640,17.7,18
2962,4,180.48,2,2,1900,2600,18.54,13
2963,3,122.04,4,14,1284,3304,13.67,12
2964,4,159.12,12,9,1542,3401,16.76,12
2965,2,340.8,8,5,1235,2555,17.7,23
2966,3,152.88,7,6,1598,2758,16.24,8
2967,2,125.4,10,14,1310,3758,5.54,8
2968,4,65.15,5,7,1365,2321,6.03,12
2969,2,360.96,2,12,1703,2690,18.54,6
2970,2,100.4,1,1,1802,2491,3.04,6
2971,2,301.68,13,13,1643,3866,16.07,10
2972,2,96.8,1,10,1864,2600,2.68,21
2973,2,149.8,14,4,1137,2515,7.98,14
2974,2,155.7,11,7,1500,3724,8.57,12
2975,2,290.4,14,6,1374,3384,15.6,21
2976,2,354,10,3,1396,2846,18.25,6
2977,2,164.2,14,7,1028,2288,9.42,9
2978,2,177.2,7,4,1068,2770,10.72,20
2979,2,334.32,14,12,1227,3604,17.43,23
2980,2,110.4,11,11,1730,2608,4.04,18
2981,1,186,3,6,1625,2259,19,11
2982,1,73.3,8,7,1389,3881,7.66,12
2983,1,74.25,1,6,1621,2983,7.85,13
2984,4,52.65,5,15,1419,2807,3.53,19
2985,4,152.88,7,1,1342,2629,16.24,14
2986,4,45.9,14,5,1445,2227,2.18,14
2987,2,165.2,5,11,1115,2508,9.52,5
2988,2,149,7,1,1635,3787,7.9,23
2989,2,381.6,14,4,1869,3019,19.4,10
2990,2,149,1,11,1760,2917,7.9,5
2991,2,228.72,15,10,1292,3069,13.03,14
2992,2,105.3,12,8,1965,2328,3.53,7
2993,2,177.2,8,4,1822,2259,10.72,13
2994,3,82.6,13,14,1064,3759,9.52,13
2995,4,73.3,10,7,1528,2926,7.66,10
2996,2,105.3,5,8,1264,3997,3.53,15
2997,2,323.76,9,14,1618,3110,16.99,20
2998,1,58.3,5,3,1355,2535,4.66,5
2999,3,135.6,8,11,1426,3980,14.8,12
3000,2,326.88,8,2,1572,2479,17.12,5
3001,4,137.52,14,8,1266,3113,14.96,14
3002,2,113.8,4,9,1457,3567,4.38,12
3003,2,129.8,13,5,1632,2269,5.98,11
3004,2,286.8,10,6,1287,2557,15.45,21
3005,2,301.68,3,13,1610,2406,16.07,23
3006,1,46.8,10,8,1301,2154,2.36,12
3007,2,224.64,2,3,1162,2306,12.86,5
3008,2,169.6,7,13,1404,3780,9.96,9
3009,4,89.15,3,7,1063,2383,10.83,22
3010,2,361.68,8,6,1781,2701,18.57,6
3011,2,148.5,10,12,1108,3034,7.85,13
3012,2,110.4,9,11,1871,2946,4.04,14
3013,4,161.88,11,14,1427,2965,16.99,22
3014,3,167.16,1,12,1734,3777,17.43,6
3015,2,192.24,6,15,1986,3502,11.51,12
3016,3,58.55,9,5,1490,3015,4.71,20
3017,2,192.24,15,2,1630,3460,11.51,5
3018,2,156,13,13,1602,3131,8.6,18
3019,2,199.2,12,5,1071,3350,11.8,17
3020,1,165.24,5,15,1892,2118,17.27,16
3021,2,130.3,2,12,1129,2217,6.03,6
3022,2,381.6,13,4,1913,2971,19.4,7
3023,4,155.4,5,1,1764,2718,16.45,6
3024,2,381.6,7,9,1274,2976,19.4,18
3025,2,148.5,1,6,1625,3189,7.85,6
3026,4,52.8,9,7,1443,2637,3.56,23
3027,2,99,10,15,1441,3097,2.9,6
3028,2,241.2,15,1,1003,2063,13.55,11
3029,1,159.12,5,9,1161,2559,16.76,23
3030,2,130.3,4,9,1178,3525,6.03,1
3031,1,57.1,15,4,1925,3279,4.42,7
3032,2,304.08,6,14,1883,3872,16.17,12
3033,3,64.5,14,1,1619,2607,5.9,11
3034,2,125.4,13,4,1587,3248,5.54,12
3035,4,112.32,5,3,1337,3791,12.86,7
3036,1,188.64,3,7,1735,2914,19.22,18
3037,2,130.3,1,3,1495,2715,6.03,14
3038,2,290.4,1,9,1992,3102,15.6,13
3039,2,130.3,3,7,1750,3216,6.03,12
3040,3,74.5,5,1,1342,2233,7.9,12
3041,2,234.72,2,3,1999,3238,13.28,11
3042,2,275.04,15,8,1533,3548,14.96,17
3043,4,122.04,2,7,1572,3611,13.67,16
3044,3,84.8,14,12,1247,3812,9.96,16
3045,2,211.68,9,9,1786,2239,12.32,22
3046,2,158.9,15,7,1036,2819,8.89,13
3047,2,110.2,9,1,1804,3840,4.02,3
3048,2,305.76,8,1,1238,2932,16.24,6
3049,2,155.2,2,8,1525,2259,8.52,6
3050,4,105.84,7,9,1201,2143,12.32,17
3051,2,116.6,4,3,1170,3893,4.66,2
3052,2,130.3,14,7,1097,2715,6.03,18
3053,1,123.6,3,8,1102,2179,13.8,20
3054,1,159.12,1,11,1736,3005,16.76,6
3055,2,178.3,6,2,1612,3235,10.83,12
3056,3,119.28,1,1,1080,3891,13.44,11
3057,3,167.16,3,12,1279,2283,17.43,22
3058,4,156.36,10,9,1329,2048,16.53,15
3059,1,159.12,13,11,1574,2022,16.76,16
3060,2,354,3,3,1090,2574,18.25,19
3061,2,149.5,8,11,1857,2850,7.95,11
3062,2,158.9,14,9,1476,3443,8.89,13
3063,4,177,4,12,1708,3671,18.25,6
3064,2,336.48,14,3,1576,2535,17.52,14
3065,2,186.72,3,2,1853,3812,11.28,13
3066,1,45.9,1,5,1817,2014,2.18,17
3067,3,145.2,11,9,1751,2702,15.6,10
3068,3,188.28,11,1,1799,3797,19.19,12
3069,2,134.5,6,8,1739,2842,6.45,11
3070,3,106.68,12,12,1986,3595,12.39,6
3071,1,45,4,1,1436,2327,2,10
3072,2,213.36,2,12,1837,2702,12.39,12
3073,4,84.8,1,13,1710,2803,9.96,6
3074,2,334.32,1,5,1560,2332,17.43,17
3075,3,74.9,12,4,1418,3028,7.98,12
3076,2,117.1,15,11,1623,2339,4.71,12
3077,2,295.68,2,5,1359,3840,15.82,13
3078,2,310.32,1,5,1614,3491,16.43,2
3079,4,127.32,8,6,1542,2528,14.11,15
3080,2,130.3,7,12,1045,2494,6.03,15
3081,4,197.76,12,13,1039,2273,19.98,21
3082,2,224.64,7,4,1890,3838,12.86,15
3083,3,92.88,13,14,1997,3703,11.24,9
3084,1,170.4,15,15,1036,3004,17.7,13
3085,2,132.4,10,10,1469,3942,6.24,6
3086,2,301.68,9,3,1651,3309,16.07,13
3087,2,372,2,6,1080,3122,19,21
3088,2,114.3,8,6,1519,2533,4.43,4
3089,4,152.04,3,14,1485,2437,16.17,13
