trip_id,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
1251,2.0,1,1,1,1,1,1,1,1
1252,7.0,1,1,1,1,1,1,1,1
1253,4.0,0,0,0,0,0,0,0,0
1254,9.0,1,1,1,1,1,1,1,1
1255,15.0,1,0,0,0,0,0,0,0
1256,12.0,0,0,0,0,0,0,0,0
1257,4.0,1,1,1,1,1,1,1,1
1258,12.0,1,1,1,1,1,1,1,1
1259,6.0,1,1,1,1,1,1,1,1
1260,14.0,1,1,1,1,1,1,1,1
1261,10.0,1,1,1,1,1,1,1,1
1262,15.0,1,1,1,1,1,1,1,1
1263,2.0,1,1,1,1,1,1,1,1
1264,3.0,1,1,1,1,1,1,1,1
1265,15.0,1,1,1,1,1,1,1,1
1266,10.0,0,0,0,0,0,0,0,0
1267,13.0,1,1,1,1,1,1,1,1
1268,9.0,1,1,1,1,1,1,1,1
1269,3.0,1,1,1,1,1,1,1,1
1270,11.0,1,1,1,1,1,1,1,1
1271,6.0,1,1,1,1,1,1,1,1
1272,2.0,0,0,0,0,0,0,0,0
1273,12.0,1,1,1,1,1,1,1,1
1274,3.0,1,1,1,1,1,1,1,1
1275,11.0,0,0,0,0,0,0,0,0
1276,7.0,1,1,1,1,1,1,1,1
1277,6.0,1,1,1,1,1,1,1,1
1278,1.0,1,1,1,1,1,1,1,1
1279,7.0,1,1,1,1,1,1,1,1
1280,6.0,1,1,1,1,1,1,1,1
1281,7.0,1,1,1,1,1,1,1,1
1282,12.0,1,1,1,1,1,1,1,1
1283,8.0,1,1,1,1,1,1,1,1
1284,14.0,1,1,1,1,1,1,1,1
1285,9.0,1,1,1,1,1,1,1,1
1286,11.0,1,1,1,1,1,1,1,1
1287,4.0,1,1,1,1,1,1,1,1
1288,11.0,1,1,1,1,1,1,1,1
1289,12.0,1,1,1,1,1,1,1,1
1290,1.0,1,1,1,1,1,1,1,1
1291,6.0,1,1,1,1,1,1,1,1
1292,8.0,1,1,1,1,1,1,1,1
1293,1.0,1,1,1,1,1,1,1,1
1294,12.0,1,1,1,1,1,1,1,1
1295,14.0,1,1,1,1,1,1,1,1
1296,12.0,1,1,1,1,1,1,1,1
1297,1.0,1,1,1,1,1,1,1,1
1298,12.0,1,1,1,1,1,1,1,1
1299,1.0,1,0,0,0,0,0,0,0
1300,10.0,0,0,0,0,0,0,0,0
1301,5.0,1,1,1,1,1,1,1,1
1302,10.0,1,1,1,1,1,1,1,1
1303,8.0,1,1,1,1,1,1,1,1
1304,4.0,1,1,1,1,1,1,1,1
1305,4.0,1,1,1,1,1,1,1,1
1306,12.0,1,1,1,1,1,1,1,1
1307,15.0,1,1,1,1,1,1,1,1
1308,8.0,1,1,1,1,1,1,1,1
1309,13.0,1,1,0,0,0,0,0,0
1310,6.0,1,1,1,1,1,1,1,1
1311,10.0,1,1,1,1,1,1,1,1
1312,1.0,1,1,1,1,1,1,1,1
1313,5.0,0,0,0,0,0,0,0,0
1314,11.0,1,1,1,1,1,1,1,1
1315,15.0,1,1,1,1,1,1,1,1
1316,2.0,1,1,1,1,1,1,1,1
1317,4.0,1,1,1,1,1,1,1,1
1318,10.0,1,1,1,1,1,1,1,1
1319,15.0,1,1,1,1,1,1,1,1
1320,4.0,1,1,1,1,1,1,1,1
1321,1.0,1,1,1,1,1,1,1,1
1322,7.0,1,1,1,1,1,1,1,1
1323,10.0,1,1,1,1,1,1,1,1
1324,14.0,1,1,1,1,1,1,1,1
1325,15.0,1,1,1,1,1,1,1,1
1326,1.0,0,0,0,0,0,0,0,0
1327,13.0,1,1,1,1,1,1,1,1
1328,11.0,1,1,1,1,1,1,1,1
1329,2.0,1,1,1,1,1,1,1,1
1330,5.0,0,0,0,0,0,0,0,0
1331,13.0,1,1,1,1,1,1,1,1
1332,6.0,1,1,1,1,1,1,1,1
1333,1.0,1,1,1,1,1,1,1,1
1334,7.0,0,0,0,0,0,0,0,0
1335,11.0,1,0,0,0,0,0,0,0
1336,11.0,1,1,1,1,1,1,1,1
1337,9.0,1,1,1,1,1,1,1,1
1338,2.0,1,1,1,1,1,1,1,1
1339,1.0,1,1,1,1,1,1,1,1
1340,11.0,1,1,1,1,1,1,1,1
1341,9.0,1,0,0,0,0,0,0,0
1342,9.0,1,1,1,1,1,1,1,1
1343,10.0,1,1,1,1,1,1,1,1
1344,6.0,1,1,1,1,1,1,1,1
1345,5.0,1,1,1,1,1,1,1,1
1346,11.0,1,1,1,1,1,1,1,1
1347,1.0,1,1,1,1,1,1,1,1
1348,13.0,0,0,0,0,0,0,0,0
1349,3.0,0,0,0,0,0,0,0,0
1350,9.0,1,1,1,1,1,1,1,1
1351,2.0,1,1,1,1,1,1,1,1
1352,15.0,1,0,0,0,0,0,0,0
1353,1.0,1,1,1,1,1,1,1,1
1354,12.0,1,1,1,1,1,1,1,1
1355,11.0,1,1,1,1,1,1,1,1
1356,10.0,1,1,1,1,1,1,1,1
1357,13.0,0,0,0,0,0,0,0,0
1358,12.0,1,0,0,0,0,0,0,0
1359,11.0,1,1,1,1,1,1,1,1
1360,11.0,1,1,0,0,0,0,0,0
1361,2.0,1,1,1,1,1,1,1,1
1362,4.0,1,1,1,1,1,1,1,1
1363,4.0,1,1,1,1,1,1,1,1
1364,14.0,1,1,1,1,1,1,1,1
1365,11.0,1,1,1,1,1,1,1,1
1366,5.0,1,1,1,1,1,1,1,1
1367,11.0,1,1,1,1,1,1,1,1
1368,5.0,1,1,1,1,0,0,0,0
1369,5.0,1,1,1,1,1,1,1,1
1370,4.0,1,0,0,0,0,0,0,0
1371,8.0,1,1,1,1,1,1,1,1
1372,14.0,1,1,1,1,1,1,1,1
1373,12.0,1,1,1,1,1,1,1,1
1374,12.0,1,1,1,1,1,1,1,1
1375,8.0,1,1,1,1,1,1,1,1
1376,5.0,1,1,1,1,1,1,1,1
1377,12.0,1,1,1,1,1,1,1,1
1378,1.0,1,1,1,1,1,1,1,1
1379,2.0,1,1,1,1,1,1,1,1
1380,15.0,1,1,1,1,1,1,1,1
1381,15.0,1,1,1,1,1,1,1,1
1382,4.0,0,0,0,0,0,0,0,0
1383,13.0,1,1,1,1,1,1,1,1
1384,7.0,1,1,1,1,1,1,1,1
1385,13.0,1,1,1,1,1,1,1,1
1386,4.0,1,1,1,1,1,1,1,1
1387,7.0,0,0,0,0,0,0,0,0
1388,3.0,1,1,1,1,1,1,1,1
1389,6.0,1,1,1,1,1,1,1,1
1390,6.0,1,1,1,1,1,1,1,1
1391,9.0,1,1,1,1,1,1,1,1
1392,13.0,0,0,0,0,0,0,0,0
1393,12.0,1,1,1,1,1,1,1,1
1394,11.0,1,1,1,1,1,1,1,1
1395,14.0,0,0,0,0,0,0,0,0
1396,13.0,1,1,1,1,1,1,1,1
1397,3.0,1,1,1,1,1,1,1,1
1398,8.0,1,1,1,1,1,1,1,1
1399,6.0,1,1,1,1,1,1,1,1
1400,3.0,1,1,1,1,1,1,1,1
1401,11.0,1,1,1,1,1,1,1,1
1402,6.0,1,1,1,1,1,1,1,1
1403,2.0,1,1,1,1,1,1,1,1
1404,13.0,1,1,1,1,1,1,1,1
1405,11.0,1,1,1,1,1,1,1,1
1406,4.0,1,1,1,1,1,1,1,1
1407,1.0,1,1,1,1,1,1,1,1
1408,12.0,1,1,1,1,1,1,1,1
1409,3.0,1,1,1,1,1,1,1,1
1410,2.0,1,1,1,1,1,1,1,1
1411,9.0,1,1,1,1,1,1,1,1
1412,10.0,1,1,1,1,1,1,1,1
1413,15.0,1,1,1,1,1,1,1,1
1414,3.0,1,1,1,1,1,1,1,1
1415,13.0,1,1,0,0,0,0,0,0
1416,15.0,0,0,0,0,0,0,0,0
1417,6.0,1,0,0,0,0,0,0,0
1418,15.0,1,1,1,1,1,1,1,1
1419,3.0,1,1,1,1,1,1,1,1
1420,7.0,0,0,0,0,0,0,0,0
1421,2.0,1,1,1,1,1,1,1,1
1422,2.0,1,1,1,1,1,1,1,1
1423,1.0,1,1,1,1,1,1,1,1
1424,7.0,1,1,1,1,1,1,1,1
1425,13.0,1,1,1,1,1,1,1,1
1426,1.0,1,1,1,1,1,1,1,1
1427,7.0,1,1,1,1,1,1,1,1
1428,14.0,1,0,0,0,0,0,0,0
1429,7.0,1,1,1,1,1,1,1,1
1430,12.0,1,1,1,1,1,1,1,1
1431,4.0,1,1,1,1,1,1,1,1
1432,6.0,1,0,0,0,0,0,0,0
1433,8.0,1,1,1,1,1,1,1,1
1434,11.0,1,1,1,1,1,1,1,1
1435,10.0,1,1,1,1,1,1,1,1
1436,11.0,1,1,1,1,1,1,1,1
1437,4.0,1,1,1,1,1,1,1,1
1438,11.0,1,1,1,1,1,1,1,1
1439,8.0,1,0,0,0,0,0,0,0
1440,14.0,1,1,1,1,1,1,1,1
1441,14.0,1,1,1,1,1,1,1,1
1442,11.0,0,0,0,0,0,0,0,0
1443,14.0,1,1,1,1,1,1,1,1
1444,11.0,1,1,1,1,1,1,1,1
1445,9.0,1,1,1,1,1,1,1,1
1446,4.0,1,1,1,1,1,1,1,1
1447,1.0,1,1,1,1,1,1,1,1
1448,6.0,1,1,1,1,1,1,1,1
1449,4.0,1,1,1,0,0,0,0,0
1450,9.0,1,1,1,1,1,1,1,1
1451,9.0,1,1,1,1,1,1,1,1
1452,5.0,1,1,1,1,1,1,1,1
1453,6.0,1,1,1,1,1,1,1,1
1454,10.0,1,1,1,1,1,1,1,1
1455,11.0,1,1,1,1,1,1,0,0
1456,3.0,0,0,0,0,0,0,0,0
1457,11.0,1,1,1,1,1,1,1,1
1458,2.0,1,1,1,1,1,1,1,1
1459,12.0,0,0,0,0,0,0,0,0
1460,14.0,0,0,0,0,0,0,0,0
1461,15.0,1,1,1,1,1,1,1,1
1462,15.0,1,1,1,1,1,1,1,1
1463,6.0,1,1,1,1,1,1,1,1
1464,9.0,1,1,1,1,1,1,1,1
1465,2.0,1,1,1,1,1,1,1,1
1466,7.0,1,1,1,1,1,1,1,1
1467,15.0,1,1,1,1,1,1,1,1
1468,2.0,1,1,1,1,1,1,1,1
1469,10.0,0,0,0,0,0,0,0,0
1470,13.0,1,1,1,1,1,1,1,1
1471,7.0,1,1,1,1,1,1,1,1
1472,3.0,1,1,0,0,0,0,0,0
1473,2.0,1,1,1,1,1,1,1,1
1474,7.0,1,1,1,1,1,1,1,1
1475,7.0,1,1,1,1,1,1,1,1
1476,7.0,1,1,1,1,1,1,1,1
1477,10.0,1,1,1,1,1,1,1,1
1478,3.0,1,1,1,1,1,1,1,1
1479,8.0,1,1,1,1,1,1,1,1
1480,5.0,1,1,1,1,1,1,1,1
1481,7.0,1,1,1,1,1,1,1,1
1482,5.0,1,1,1,1,1,1,1,1
1483,11.0,1,1,1,1,1,1,1,1
1484,8.0,1,1,1,1,1,1,1,1
1485,5.0,1,1,1,1,1,1,1,1
1486,6.0,1,0,0,0,0,0,0,0
1487,14.0,1,1,1,1,1,1,1,1
1488,11.0,1,1,1,1,1,1,1,1
1489,15.0,1,1,1,1,1,1,1,1
1490,15.0,1,1,1,1,1,1,1,1
1491,10.0,1,1,1,1,1,1,1,1
1492,11.0,1,0,0,0,0,0,0,0
1493,10.0,0,0,0,0,0,0,0,0
1494,14.0,1,1,1,1,1,1,1,1
1495,13.0,1,1,1,1,1,1,1,1
1496,14.0,1,1,1,1,1,1,1,1
1497,6.0,1,1,1,0,0,0,0,0
1498,11.0,1,1,1,1,1,1,1,1
1499,3.0,1,1,1,1,1,1,1,1
1500,9.0,1,1,1,1,1,1,1,1
1501,2.0,1,1,1,1,1,1,1,1
1502,4.0,1,1,1,1,1,1,1,1
1503,7.0,1,1,1,1,1,1,1,1
1504,13.0,1,1,1,1,1,1,1,1
1505,3.0,1,1,1,1,1,1,1,1
1506,4.0,1,1,1,1,1,1,1,1
1507,15.0,1,1,1,1,1,1,1,1
1508,1.0,1,1,1,1,1,1,1,1
1509,14.0,1,1,1,1,1,1,1,1
1510,2.0,1,1,1,1,1,1,1,1
1511,3.0,1,1,1,1,1,1,1,1
1512,5.0,1,1,0,0,0,0,0,0
1513,10.0,1,1,1,1,1,1,1,1
1514,1.0,1,1,1,1,1,1,1,1
1515,4.0,1,1,1,1,1,1,1,1
1516,5.0,1,1,1,1,1,1,1,1
1517,4.0,1,1,1,1,1,1,1,1
1518,10.0,1,1,1,1,1,1,1,1
1519,14.0,1,1,1,1,1,1,1,1
1520,14.0,1,1,1,1,1,1,1,1
1521,9.0,1,1,1,1,1,1,1,1
1522,2.0,1,1,1,1,1,1,1,1
1523,12.0,1,1,1,1,1,1,1,1
1524,8.0,1,1,1,1,1,1,1,1
1525,9.0,1,1,1,1,1,1,1,1
1526,1.0,1,1,1,1,1,1,1,1
1527,9.0,1,1,1,1,1,1,1,1
1528,13.0,1,1,1,1,1,1,1,1
1529,9.0,1,1,1,1,1,1,1,1
1530,4.0,0,0,0,0,0,0,0,0
1531,2.0,1,1,1,1,1,1,1,1
1532,3.0,1,1,1,1,1,1,1,1
1533,15.0,1,1,1,1,1,1,1,1
1534,9.0,1,1,1,1,1,1,1,1
1535,5.0,1,1,1,1,1,1,1,1
1536,7.0,1,1,1,1,1,1,1,1
1537,11.0,1,1,1,1,1,1,1,1
1538,8.0,1,1,1,1,1,1,1,1
1539,13.0,1,1,1,1,1,1,1,1
1540,11.0,1,1,1,1,1,1,1,1
1541,1.0,1,1,1,1,1,1,1,1
1542,4.0,1,1,1,1,1,1,1,1
1543,6.0,1,1,1,1,1,1,1,1
1544,13.0,1,1,1,1,1,1,1,1
1545,4.0,1,1,1,1,1,1,1,1
1546,1.0,1,1,1,1,1,1,1,1
1547,15.0,1,1,1,1,1,1,1,1
1548,8.0,1,1,1,1,1,1,1,1
1549,4.0,1,0,0,0,0,0,0,0
1550,15.0,1,1,1,1,1,1,1,1
1551,5.0,1,1,1,1,1,1,1,1
1552,4.0,1,1,1,1,1,1,1,1
1553,12.0,1,1,1,1,1,1,1,1
1554,11.0,1,1,1,1,1,1,1,1
1555,1.0,1,1,1,1,1,1,1,1
1556,8.0,1,1,1,1,1,1,1,1
1557,7.0,1,1,1,1,1,1,1,1
1558,2.0,1,1,0,0,0,0,0,0
1559,1.0,1,0,0,0,0,0,0,0
1560,4.0,1,1,1,1,1,1,1,1
1561,6.0,1,0,0,0,0,0,0,0
1562,9.0,1,1,1,1,1,1,1,1
1563,13.0,1,1,1,1,1,1,1,1
1564,14.0,1,1,1,1,1,1,0,0
1565,2.0,1,1,1,1,1,1,1,1
1566,11.0,1,1,1,1,1,1,1,1
1567,11.0,1,1,1,1,1,1,1,1
1568,1.0,1,1,1,1,1,1,1,1
1569,3.0,0,0,0,0,0,0,0,0
1570,8.0,1,1,1,1,1,1,1,1
1571,10.0,1,1,1,1,1,1,1,1
1572,13.0,1,1,1,1,1,1,1,1
1573,2.0,1,1,1,1,1,1,1,1
1574,5.0,1,1,1,0,0,0,0,0
1575,8.0,1,1,1,0,0,0,0,0
1576,4.0,1,1,1,1,1,1,1,1
1577,11.0,1,1,1,1,1,1,1,1
1578,15.0,1,1,1,1,1,1,1,1
1579,6.0,1,1,1,1,1,1,1,1
1580,15.0,1,1,1,1,1,1,1,1
1581,11.0,1,0,0,0,0,0,0,0
1582,6.0,1,1,1,1,1,1,1,1
1583,9.0,1,1,1,1,1,1,1,1
1584,4.0,1,1,1,1,1,1,1,1
1585,1.0,1,1,1,1,1,1,1,1
1586,9.0,1,1,1,1,1,1,1,1
1587,15.0,1,1,1,1,1,1,1,1
1588,4.0,1,1,1,1,1,1,1,1
1589,2.0,1,1,1,1,1,1,1,1
1590,2.0,1,1,1,1,1,1,1,1
1591,6.0,1,1,1,1,1,1,1,1
1592,3.0,1,1,1,1,1,1,1,1
1593,7.0,1,1,1,1,1,1,1,1
1594,1.0,1,1,1,1,1,1,1,1
1595,8.0,1,1,1,1,1,1,1,1
1596,5.0,1,1,1,1,1,1,1,1
1597,4.0,1,1,1,1,1,1,1,1
1598,5.0,1,1,1,1,1,1,1,1
1599,10.0,0,0,0,0,0,0,0,0
1600,4.0,1,1,1,1,1,1,1,1
1601,13.0,1,1,1,1,1,1,1,1
1602,5.0,0,0,0,0,0,0,0,0
1603,15.0,1,0,0,0,0,0,0,0
1604,12.0,0,0,0,0,0,0,0,0
1605,1.0,1,1,1,1,1,1,1,1
1606,8.0,1,1,1,1,1,1,1,1
1607,14.0,1,1,1,1,1,1,1,1
1608,12.0,1,1,1,1,1,1,1,1
1609,11.0,1,1,1,1,1,1,1,1
1610,3.0,1,1,1,1,1,1,1,1
1611,12.0,1,1,1,1,1,1,1,1
1612,7.0,1,1,1,1,1,1,1,1
1613,11.0,1,1,1,1,1,1,1,1
1614,4.0,1,1,1,1,1,1,1,1
1615,13.0,1,1,1,1,1,1,1,1
1616,5.0,1,1,1,1,1,1,1,1
1617,15.0,1,1,1,0,0,0,0,0
1618,7.0,1,1,1,1,1,1,1,1
1619,15.0,1,1,1,1,1,1,1,1
1620,12.0,0,0,0,0,0,0,0,0
1621,3.0,1,1,1,1,1,1,1,1
1622,4.0,1,1,1,1,1,1,1,1
1623,15.0,1,1,1,1,1,1,1,1
1624,13.0,0,0,0,0,0,0,0,0
1625,9.0,1,1,1,1,1,1,1,1
1626,15.0,0,0,0,0,0,0,0,0
1627,10.0,1,1,1,1,1,1,1,1
1628,11.0,1,0,0,0,0,0,0,0
1629,10.0,1,1,1,1,1,1,1,1
1630,4.0,1,1,1,1,1,1,1,1
1631,1.0,0,0,0,0,0,0,0,0
1632,2.0,1,1,1,1,1,1,1,1
1633,13.0,1,1,1,1,1,1,1,1
1634,8.0,1,1,1,1,1,1,1,1
1635,14.0,1,1,1,1,1,1,1,1
1636,11.0,1,1,1,1,1,1,1,1
1637,12.0,1,1,1,1,1,1,1,1
1638,2.0,1,1,1,1,1,1,1,1
1639,8.0,1,1,1,1,1,1,1,1
1640,13.0,1,1,1,1,1,1,1,1
1641,11.0,0,0,0,0,0,0,0,0
1642,5.0,0,0,0,0,0,0,0,0
1643,4.0,0,0,0,0,0,0,0,0
1644,6.0,1,1,1,1,1,1,1,1
1645,11.0,1,1,1,1,1,1,1,1
1646,13.0,1,1,1,1,1,1,1,1
1647,13.0,0,0,0,0,0,0,0,0
1648,7.0,0,0,0,0,0,0,0,0
1649,11.0,1,1,1,1,1,1,1,1
1650,10.0,1,1,1,1,1,1,1,1
1651,1.0,1,0,0,0,0,0,0,0
1652,1.0,1,1,1,1,1,1,1,1
1653,15.0,1,1,1,1,1,1,1,1
1654,15.0,1,1,1,1,1,1,1,1
1655,7.0,1,1,1,1,1,1,1,1
1656,7.0,1,1,0,0,0,0,0,0
1657,3.0,1,1,1,1,1,1,1,1
1658,10.0,1,1,0,0,0,0,0,0
1659,2.0,0,0,0,0,0,0,0,0
1660,10.0,1,1,1,1,1,1,1,1
1661,11.0,1,1,1,1,1,1,1,1
1662,4.0,1,1,1,1,1,1,1,1
1663,7.0,1,1,1,1,1,1,1,1
1664,1.0,1,1,1,1,1,1,1,1
1665,10.0,1,1,1,1,1,1,1,1
1666,10.0,1,1,1,1,1,1,1,1
1667,15.0,1,1,1,1,1,1,1,1
1668,13.0,1,1,1,1,1,1,1,1
1669,10.0,1,1,1,1,1,1,1,1
1670,15.0,1,1,1,1,1,1,1,1
1671,11.0,1,1,1,1,1,1,1,1
1672,12.0,1,1,1,1,1,1,1,1
1673,2.0,1,1,1,1,1,1,1,1
1674,6.0,1,1,1,1,1,1,1,1
1675,2.0,1,1,1,1,1,1,1,1
1676,6.0,1,1,1,1,1,1,1,1
1677,15.0,1,1,1,1,1,1,1,1
1678,13.0,1,1,1,1,1,1,1,1
1679,14.0,1,1,1,0,0,0,0,0
1680,7.0,1,1,0,0,0,0,0,0
1681,12.0,1,1,1,1,1,1,1,1
1682,2.0,1,1,1,1,1,1,1,1
1683,8.0,1,1,1,1,1,1,1,1
1684,1.0,1,1,1,1,1,1,1,1
1685,1.0,1,1,0,0,0,0,0,0
1686,14.0,1,1,1,1,1,1,1,1
1687,12.0,0,0,0,0,0,0,0,0
1688,1.0,1,1,1,1,1,1,1,1
1689,13.0,1,1,1,1,1,1,1,1
1690,12.0,1,1,0,0,0,0,0,0
1691,11.0,1,1,1,1,1,1,1,1
1692,5.0,1,1,1,1,1,1,1,1
1693,9.0,1,1,1,1,1,1,1,1
1694,7.0,1,1,1,1,1,1,1,1
1695,11.0,1,1,1,1,1,1,1,1
1696,3.0,1,1,1,1,1,1,1,1
1697,3.0,1,1,1,1,1,1,1,1
1698,4.0,1,1,1,1,1,1,1,1
1699,10.0,1,1,1,1,1,1,1,1
1700,10.0,1,1,1,1,1,1,1,1
1701,12.0,1,1,1,1,1,1,1,1
1702,5.0,1,1,1,1,1,1,1,1
1703,1.0,1,1,1,1,1,1,1,1
1704,9.0,1,1,1,1,1,1,1,1
1705,13.0,1,1,1,1,1,1,1,1
1706,14.0,1,1,1,1,1,1,1,1
1707,7.0,1,1,1,1,1,1,1,1
1708,8.0,1,1,1,1,1,1,1,1
1709,13.0,1,1,1,1,1,1,1,1
1710,11.0,1,1,1,1,1,0,0,0
1711,9.0,1,1,1,1,1,1,1,1
1712,11.0,1,1,1,1,1,1,1,1
1713,11.0,1,1,1,1,1,1,1,1
1714,11.0,1,1,1,1,1,1,1,1
1715,15.0,1,1,1,1,1,1,1,1
1716,15.0,1,1,1,1,1,1,1,1
1717,9.0,1,1,0,0,0,0,0,0
1718,10.0,1,1,1,1,1,1,1,1
1719,15.0,1,1,1,1,1,1,1,1
1720,2.0,1,1,1,1,1,1,1,1
1721,2.0,1,1,0,0,0,0,0,0
1722,9.0,1,1,1,1,1,1,1,1
1723,8.0,1,1,1,1,1,1,1,1
1724,2.0,0,0,0,0,0,0,0,0
1725,8.0,0,0,0,0,0,0,0,0
1726,11.0,1,1,1,1,1,1,1,1
1727,6.0,1,0,0,0,0,0,0,0
1728,3.0,1,1,1,1,1,1,1,1
1729,13.0,1,1,1,1,1,1,1,1
1730,4.0,1,1,1,1,1,1,1,1
1731,5.0,1,1,1,1,1,1,1,1
1732,15.0,1,1,1,1,1,1,1,1
1733,14.0,1,0,0,0,0,0,0,0
1734,14.0,1,1,1,1,1,1,1,1
1735,12.0,1,0,0,0,0,0,0,0
1736,13.0,1,1,1,1,1,1,1,1
1737,4.0,1,1,1,1,1,1,1,1
1738,5.0,1,1,1,1,1,1,1,1
1739,1.0,1,1,1,1,1,1,1,1
1740,15.0,1,1,1,1,1,1,1,1
1741,10.0,1,1,1,1,1,1,1,1
1742,11.0,1,1,1,1,1,1,1,1
1743,5.0,1,1,1,1,1,1,1,1
1744,10.0,1,1,1,1,1,1,1,1
1745,3.0,1,1,1,1,1,1,1,1
1746,13.0,1,1,1,1,1,1,1,1
1747,12.0,1,1,1,1,1,1,1,1
1748,15.0,1,1,1,1,1,1,1,1
1749,3.0,1,1,1,1,1,1,1,1
1750,3.0,1,1,1,1,1,1,1,1
1751,7.0,1,1,1,0,0,0,0,0
1752,11.0,1,1,1,1,1,1,1,1
1753,3.0,1,1,1,1,1,1,1,1
1754,9.0,1,1,1,1,1,1,1,1
1755,13.0,1,1,1,1,1,1,1,1
1756,3.0,1,1,1,1,1,1,1,1
1757,13.0,1,1,1,1,1,1,1,1
1758,10.0,1,1,1,1,1,1,1,1
1759,5.0,1,1,1,1,1,1,1,1
1760,1.0,1,1,1,1,1,1,1,1
1761,4.0,0,0,0,0,0,0,0,0
1762,15.0,0,0,0,0,0,0,0,0
1763,9.0,1,1,1,1,1,1,1,0
1764,15.0,1,1,1,1,1,1,1,1
1765,1.0,1,1,1,1,1,1,1,1
1766,10.0,1,1,1,1,1,1,1,1
1767,13.0,1,0,0,0,0,0,0,0
1768,4.0,1,1,1,1,1,1,1,1
1769,8.0,1,1,1,1,1,1,1,1
1770,14.0,1,1,1,1,1,1,1,1
1771,6.0,1,0,0,0,0,0,0,0
1772,7.0,1,1,1,1,1,1,1,1
1773,14.0,1,0,0,0,0,0,0,0
1774,13.0,1,1,1,1,1,1,1,1
1775,15.0,1,1,1,1,1,1,1,1
1776,1.0,1,1,1,1,1,1,1,1
1777,12.0,1,1,1,1,1,1,1,1
1778,9.0,1,1,1,1,1,1,1,1
1779,2.0,1,1,1,1,1,1,1,1
1780,11.0,0,0,0,0,0,0,0,0
1781,9.0,1,1,1,1,1,1,1,1
1782,11.0,0,0,0,0,0,0,0,0
1783,3.0,1,1,1,1,1,1,1,1
1784,7.0,1,1,1,1,1,1,1,1
1785,12.0,1,1,1,1,1,1,1,1
1786,15.0,1,1,1,1,1,1,1,1
1787,10.0,1,1,1,1,1,1,1,1
1788,11.0,1,1,1,1,1,1,1,1
1789,7.0,1,1,1,1,1,1,1,1
1790,5.0,1,1,1,1,1,1,1,1
1791,1.0,1,1,1,1,1,1,1,1
1792,7.0,1,0,0,0,0,0,0,0
1793,13.0,1,1,1,1,1,1,1,1
1794,5.0,1,1,1,1,1,1,1,1
1795,10.0,1,1,1,1,1,1,1,1
1796,4.0,1,1,1,1,1,1,1,1
1797,13.0,1,1,1,1,1,1,1,1
1798,3.0,1,1,1,1,1,1,1,1
1799,13.0,1,1,1,1,1,1,1,1
1800,2.0,1,1,1,1,1,1,1,1
1801,13.0,1,1,1,1,1,1,1,1
1802,14.0,1,1,1,1,1,1,1,1
1803,8.0,1,1,1,1,1,1,1,1
1804,3.0,1,1,1,1,1,1,1,1
1805,2.0,1,1,1,1,1,1,1,1
1806,12.0,1,1,1,1,1,1,1,1
1807,10.0,1,1,1,1,1,1,1,1
1808,6.0,1,1,1,0,0,0,0,0
1809,7.0,1,0,0,0,0,0,0,0
1810,8.0,1,1,1,1,1,0,0,0
1811,7.0,1,1,1,1,1,1,1,1
1812,6.0,1,1,1,1,1,1,1,1
1813,9.0,1,1,1,1,1,1,1,1
1814,5.0,1,1,1,1,1,1,1,1
1815,13.0,1,1,1,1,1,1,1,1
1816,4.0,1,1,1,1,1,1,1,1
1817,8.0,1,1,1,1,1,1,1,1
1818,15.0,1,1,1,1,1,1,1,1
1819,14.0,1,1,0,0,0,0,0,0
1820,15.0,1,1,1,1,1,1,1,1
1821,6.0,0,0,0,0,0,0,0,0
1822,11.0,1,1,1,1,1,1,1,1
1823,3.0,1,1,1,1,1,1,1,1
1824,3.0,1,1,1,1,1,1,1,1
1825,12.0,1,1,1,1,1,1,1,1
1826,8.0,1,1,1,1,1,1,1,1
1827,3.0,1,1,1,1,1,1,1,1
1828,7.0,1,1,1,1,1,1,1,1
1829,10.0,1,1,1,1,1,1,1,1
1830,4.0,1,1,1,1,1,1,1,1
1831,4.0,1,1,1,1,1,1,1,1
1832,10.0,1,1,1,1,1,1,1,1
1833,4.0,1,1,1,1,1,1,1,1
1834,9.0,0,0,0,0,0,0,0,0
1835,1.0,1,1,1,1,1,1,1,1
1836,2.0,0,0,0,0,0,0,0,0
1837,13.0,1,1,1,1,1,1,1,1
1838,10.0,1,1,1,1,1,1,1,1
1839,4.0,1,1,1,1,1,1,1,1
1840,13.0,1,1,1,1,1,1,1,1
1841,3.0,1,1,1,1,1,1,1,1
1842,12.0,1,1,1,1,1,1,1,1
1843,4.0,1,1,1,1,1,1,1,1
1844,11.0,1,1,1,1,1,1,1,1
1845,4.0,1,1,1,1,1,1,1,1
1846,9.0,1,1,1,1,1,1,1,1
1847,7.0,1,0,0,0,0,0,0,0
1848,13.0,1,1,1,1,1,1,1,1
1849,14.0,1,1,1,1,1,1,1,1
1850,8.0,1,1,1,1,1,1,1,1
1851,10.0,1,1,0,0,0,0,0,0
1852,4.0,1,1,1,1,1,1,1,1
1853,13.0,1,1,1,1,1,1,1,1
1854,4.0,1,1,1,1,1,1,1,1
1855,15.0,1,1,1,1,0,0,0,0
